ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000101307,20,SIRPB1,15,signal-regulatory protein beta 1 [Source:HGNC Symbol;Acc:15928]
ENSG00000101323,20,HAO1,1,hydroxyacid oxidase (glycolate oxidase) 1 [Source:HGNC Symbol;Acc:4809]
ENSG00000101327,20,PDYN,3,prodynorphin [Source:HGNC Symbol;Acc:8820]
ENSG00000101336,20,HCK,9,hemopoietic cell kinase [Source:HGNC Symbol;Acc:4840]
ENSG00000101342,20,TLDC2,3,TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:16112]
ENSG00000101349,20,PAK7,3,p21 protein (Cdc42/Rac)-activated kinase 7 [Source:HGNC Symbol;Acc:15916]
ENSG00000101353,20,MROH8,10,maestro heat-like repeat family member 8 [Source:HGNC Symbol;Acc:16125]
ENSG00000101405,20,OXT,1,oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:8528]
ENSG00000101425,20,BPI,8,bactericidal/permeability-increasing protein [Source:HGNC Symbol;Acc:1095]
ENSG00000101435,20,CST9L,1,cystatin 9-like [Source:HGNC Symbol;Acc:16233]
ENSG00000101438,20,SLC32A1,1,"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:HGNC Symbol;Acc:11018]"
ENSG00000101440,20,ASIP,2,agouti signaling protein [Source:HGNC Symbol;Acc:745]
ENSG00000101441,20,CST4,1,cystatin S [Source:HGNC Symbol;Acc:2476]
ENSG00000101446,20,SPINT3,1,"serine peptidase inhibitor, Kunitz type, 3 [Source:HGNC Symbol;Acc:11248]"
ENSG00000101448,20,EPPIN,5,epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:15932]
ENSG00000101542,18,CDH20,4,"cadherin 20, type 2 [Source:HGNC Symbol;Acc:1760]"
ENSG00000101605,18,MYOM1,7,myomesin 1 [Source:HGNC Symbol;Acc:7613]
ENSG00000101638,18,ST8SIA5,9,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:17827]"
ENSG00000101746,18,NOL4,16,nucleolar protein 4 [Source:HGNC Symbol;Acc:7870]
ENSG00000101812,X,H2BFM,3,"H2B histone family, member M [Source:HGNC Symbol;Acc:27867]"
ENSG00000101842,X,VSIG1,5,V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:28675]
ENSG00000101883,X,RHOXF1,1,"Rhox homeobox family, member 1 [Source:HGNC Symbol;Acc:29993]"
ENSG00000101890,X,GUCY2F,1,"guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:4691]"
ENSG00000101892,X,ATP1B4,3,"ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:HGNC Symbol;Acc:808]"
ENSG00000101951,X,PAGE4,4,"P antigen family, member 4 (prostate associated) [Source:HGNC Symbol;Acc:4108]"
ENSG00000101958,X,GLRA2,4,"glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]"
ENSG00000101977,X,MCF2,11,MCF.2 cell line derived transforming sequence [Source:HGNC Symbol;Acc:6940]
ENSG00000101981,X,F9,3,coagulation factor IX [Source:HGNC Symbol;Acc:3551]
ENSG00000102001,X,CACNA1F,6,"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:1393]"
ENSG00000102010,X,BMX,5,BMX non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:1079]
ENSG00000102021,X,LUZP4,3,leucine zipper protein 4 [Source:HGNC Symbol;Acc:24971]
ENSG00000102032,X,RENBP,11,renin binding protein [Source:HGNC Symbol;Acc:9959]
ENSG00000102034,X,ELF4,3,E74-like factor 4 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3319]
ENSG00000102048,X,ASB9,9,ankyrin repeat and SOCS box containing 9 [Source:HGNC Symbol;Acc:17184]
ENSG00000102053,X,ZC3H12B,2,zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:17407]
ENSG00000102076,X,OPN1LW,3,"opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]"
ENSG00000102080,X,TEX28P2,1,testis expressed 28 pseudogene 2 [Source:HGNC Symbol;Acc:33357]
ENSG00000102104,X,RS1,2,retinoschisin 1 [Source:HGNC Symbol;Acc:10457]
ENSG00000102109,X,PCSK1N,2,proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:17301]
ENSG00000102128,X,RAB40AL,1,"RAB40A, member RAS oncogene family-like [Source:HGNC Symbol;Acc:25410]"
ENSG00000102145,X,GATA1,2,GATA binding protein 1 (globin transcription factor 1) [Source:HGNC Symbol;Acc:4170]
ENSG00000102174,X,PHEX,5,"phosphate regulating endopeptidase homolog, X-linked [Source:HGNC Symbol;Acc:8918]"
ENSG00000102195,X,GPR50,1,G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:4506]
ENSG00000102239,X,BRS3,1,bombesin-like receptor 3 [Source:HGNC Symbol;Acc:1113]
ENSG00000102243,X,VGLL1,4,vestigial like 1 (Drosophila) [Source:HGNC Symbol;Acc:20985]
ENSG00000102245,X,CD40LG,2,CD40 ligand [Source:HGNC Symbol;Acc:11935]
ENSG00000102313,X,ITIH6,2,"inter-alpha-trypsin inhibitor heavy chain family, member 6 [Source:HGNC Symbol;Acc:28907]"
ENSG00000102359,X,SRPX2,2,"sushi-repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:30668]"
ENSG00000102362,X,SYTL4,8,synaptotagmin-like 4 [Source:HGNC Symbol;Acc:15588]
ENSG00000102385,X,DRP2,5,dystrophin related protein 2 [Source:HGNC Symbol;Acc:3032]
ENSG00000102387,X,TAF7L,4,"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa [Source:HGNC Symbol;Acc:11548]"
ENSG00000102466,13,FGF14,3,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:3671]
ENSG00000102468,13,HTR2A,3,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled [Source:HGNC Symbol;Acc:5293]"
ENSG00000102524,13,TNFSF13B,6,"tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:11929]"
ENSG00000102539,13,MLNR,2,motilin receptor [Source:HGNC Symbol;Acc:4495]
ENSG00000102575,19,ACP5,12,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:124]"
ENSG00000102678,13,FGF9,3,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:3687]
ENSG00000102683,13,SGCG,3,"sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10809]"
ENSG00000102760,13,RGCC,2,regulator of cell cycle [Source:HGNC Symbol;Acc:20369]
ENSG00000102794,13,IRG1,2,immunoresponsive 1 homolog (mouse) [Source:HGNC Symbol;Acc:33904]
ENSG00000102802,13,MEDAG,2,mesenteric estrogen-dependent adipogenesis [Source:HGNC Symbol;Acc:25926]
ENSG00000102837,13,OLFM4,1,olfactomedin 4 [Source:HGNC Symbol;Acc:17190]
ENSG00000102854,16,MSLN,8,mesothelin [Source:HGNC Symbol;Acc:7371]
ENSG00000102871,16,TRADD,5,TNFRSF1A-associated via death domain [Source:HGNC Symbol;Acc:12030]
ENSG00000102878,16,HSF4,28,heat shock transcription factor 4 [Source:HGNC Symbol;Acc:5227]
ENSG00000102886,16,GDPD3,5,glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:28638]
ENSG00000102891,16,MT4,1,metallothionein 4 [Source:HGNC Symbol;Acc:18705]
ENSG00000102904,16,TSNAXIP1,16,translin-associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:18586]
ENSG00000102962,16,CCL22,1,chemokine (C-C motif) ligand 22 [Source:HGNC Symbol;Acc:10621]
ENSG00000102970,16,CCL17,1,chemokine (C-C motif) ligand 17 [Source:HGNC Symbol;Acc:10615]
ENSG00000103023,16,PRSS54,6,"protease, serine, 54 [Source:HGNC Symbol;Acc:26336]"
ENSG00000103056,16,SMPD3,12,"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:14240]"
ENSG00000103089,16,FA2H,5,fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:21197]
ENSG00000103175,16,WFDC1,3,WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:15466]
ENSG00000103269,16,RHBDL1,4,"rhomboid, veinlet-like 1 (Drosophila) [Source:HGNC Symbol;Acc:10007]"
ENSG00000103310,16,ZP2,6,zona pellucida glycoprotein 2 (sperm receptor) [Source:HGNC Symbol;Acc:13188]
ENSG00000103313,16,MEFV,14,Mediterranean fever [Source:HGNC Symbol;Acc:6998]
ENSG00000103355,16,PRSS33,4,"protease, serine, 33 [Source:HGNC Symbol;Acc:30405]"
ENSG00000103375,16,AQP8,2,aquaporin 8 [Source:HGNC Symbol;Acc:642]
ENSG00000103426,16,CORO7-PAM16,3,CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:44424]
ENSG00000103522,16,IL21R,6,interleukin 21 receptor [Source:HGNC Symbol;Acc:6006]
ENSG00000103546,16,SLC6A2,10,"solute carrier family 6 (neurotransmitter transporter), member 2 [Source:HGNC Symbol;Acc:11048]"
ENSG00000103569,15,AQP9,4,aquaporin 9 [Source:HGNC Symbol;Acc:643]
ENSG00000103888,15,KIAA1199,6,KIAA1199 [Source:HGNC Symbol;Acc:29213]
ENSG00000104043,15,ATP8B4,18,"ATPase, class I, type 8B, member 4 [Source:HGNC Symbol;Acc:13536]"
ENSG00000104044,15,OCA2,5,oculocutaneous albinism II [Source:HGNC Symbol;Acc:8101]
ENSG00000104055,15,TGM5,4,transglutaminase 5 [Source:HGNC Symbol;Acc:11781]
ENSG00000104154,15,SLC30A4,2,"solute carrier family 30 (zinc transporter), member 4 [Source:HGNC Symbol;Acc:11015]"
ENSG00000104237,8,RP1,1,retinitis pigmentosa 1 (autosomal dominant) [Source:HGNC Symbol;Acc:10263]
ENSG00000104313,8,EYA1,11,eyes absent homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3519]
ENSG00000104321,8,TRPA1,6,"transient receptor potential cation channel, subfamily A, member 1 [Source:HGNC Symbol;Acc:497]"
ENSG00000104361,8,NIPAL2,8,NIPA-like domain containing 2 [Source:HGNC Symbol;Acc:25854]
ENSG00000104371,8,DKK4,1,dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:2894]
ENSG00000104419,8,NDRG1,30,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:7679]
ENSG00000104432,8,IL7,10,interleukin 7 [Source:HGNC Symbol;Acc:6023]
ENSG00000104499,8,GML,2,glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:4375]
ENSG00000104537,8,ANXA13,6,annexin A13 [Source:HGNC Symbol;Acc:536]
ENSG00000104755,8,ADAM2,6,ADAM metallopeptidase domain 2 [Source:HGNC Symbol;Acc:198]
ENSG00000104760,8,FGL1,11,fibrinogen-like 1 [Source:HGNC Symbol;Acc:3695]
ENSG00000104783,19,KCNN4,8,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:HGNC Symbol;Acc:6293]"
ENSG00000104804,19,TULP2,6,tubby like protein 2 [Source:HGNC Symbol;Acc:12424]
ENSG00000104808,19,DHDH,4,dihydrodiol dehydrogenase (dimeric) [Source:HGNC Symbol;Acc:17887]
ENSG00000104818,19,CGB2,2,"chorionic gonadotropin, beta polypeptide 2 [Source:HGNC Symbol;Acc:16722]"
ENSG00000104826,19,LHB,1,luteinizing hormone beta polypeptide [Source:HGNC Symbol;Acc:6584]
ENSG00000104827,19,CGB,1,"chorionic gonadotropin, beta polypeptide [Source:HGNC Symbol;Acc:1886]"
ENSG00000104848,19,KCNA7,1,"potassium voltage-gated channel, shaker-related subfamily, member 7 [Source:HGNC Symbol;Acc:6226]"
ENSG00000104879,19,CKM,1,"creatine kinase, muscle [Source:HGNC Symbol;Acc:1994]"
ENSG00000104883,19,PEX11G,4,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:20208]
ENSG00000104888,19,SLC17A7,6,"solute carrier family 17 (vesicular glutamate transporter), member 7 [Source:HGNC Symbol;Acc:16704]"
ENSG00000104899,19,AMH,4,anti-Mullerian hormone [Source:HGNC Symbol;Acc:464]
ENSG00000104903,19,LYL1,3,lymphoblastic leukemia derived sequence 1 [Source:HGNC Symbol;Acc:6734]
ENSG00000104918,19,RETN,2,resistin [Source:HGNC Symbol;Acc:20389]
ENSG00000104921,19,FCER2,7,"Fc fragment of IgE, low affinity II, receptor for (CD23) [Source:HGNC Symbol;Acc:3612]"
ENSG00000104938,19,CLEC4M,15,"C-type lectin domain family 4, member M [Source:HGNC Symbol;Acc:13523]"
ENSG00000104941,19,RSPH6A,3,radial spoke head 6 homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:14241]
ENSG00000104951,19,IL4I1,8,interleukin 4 induced 1 [Source:HGNC Symbol;Acc:19094]
ENSG00000104970,19,KIR3DX1,8,"killer cell immunoglobulin-like receptor, three domains, X1 [Source:HGNC Symbol;Acc:25043]"
ENSG00000104972,19,LILRB1,17,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 [Source:HGNC Symbol;Acc:6605]"
ENSG00000104974,19,LILRA1,5,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 [Source:HGNC Symbol;Acc:6602]"
ENSG00000105122,19,RASAL3,7,RAS protein activator like 3 [Source:HGNC Symbol;Acc:26129]
ENSG00000105141,19,CASP14,3,"caspase 14, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1502]"
ENSG00000105198,19,LGALS13,3,"lectin, galactoside-binding, soluble, 13 [Source:HGNC Symbol;Acc:15449]"
ENSG00000105205,19,CLC,1,Charcot-Leyden crystal galectin [Source:HGNC Symbol;Acc:2014]
ENSG00000105219,19,CNTD2,6,cyclin N-terminal domain containing 2 [Source:HGNC Symbol;Acc:25805]
ENSG00000105246,19,EBI3,2,Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:3129]
ENSG00000105251,19,SHD,5,Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:30633]
ENSG00000105261,19,OVOL3,3,ovo-like zinc finger 3 [Source:HGNC Symbol;Acc:14186]
ENSG00000105352,19,CEACAM4,3,carcinoembryonic antigen-related cell adhesion molecule 4 [Source:HGNC Symbol;Acc:1816]
ENSG00000105366,19,SIGLEC8,4,sialic acid binding Ig-like lectin 8 [Source:HGNC Symbol;Acc:10877]
ENSG00000105369,19,CD79A,3,"CD79a molecule, immunoglobulin-associated alpha [Source:HGNC Symbol;Acc:1698]"
ENSG00000105370,19,LIM2,2,"lens intrinsic membrane protein 2, 19kDa [Source:HGNC Symbol;Acc:6610]"
ENSG00000105371,19,ICAM4,3,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:5347]
ENSG00000105374,19,NKG7,5,natural killer cell group 7 sequence [Source:HGNC Symbol;Acc:7830]
ENSG00000105383,19,CD33,7,CD33 molecule [Source:HGNC Symbol;Acc:1659]
ENSG00000105388,19,CEACAM5,7,carcinoembryonic antigen-related cell adhesion molecule 5 [Source:HGNC Symbol;Acc:1817]
ENSG00000105392,19,CRX,6,cone-rod homeobox [Source:HGNC Symbol;Acc:2383]
ENSG00000105398,19,SULT2A1,1,"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:HGNC Symbol;Acc:11458]"
ENSG00000105428,19,ZNRF4,1,zinc and ring finger 4 [Source:HGNC Symbol;Acc:17726]
ENSG00000105467,19,SYNGR4,4,synaptogyrin 4 [Source:HGNC Symbol;Acc:11502]
ENSG00000105479,19,CCDC114,6,coiled-coil domain containing 114 [Source:HGNC Symbol;Acc:26560]
ENSG00000105492,19,SIGLEC6,9,sialic acid binding Ig-like lectin 6 [Source:HGNC Symbol;Acc:10875]
ENSG00000105501,19,SIGLEC5,3,sialic acid binding Ig-like lectin 5 [Source:HGNC Symbol;Acc:10874]
ENSG00000105507,19,CABP5,2,calcium binding protein 5 [Source:HGNC Symbol;Acc:13714]
ENSG00000105509,19,HAS1,5,hyaluronan synthase 1 [Source:HGNC Symbol;Acc:4818]
ENSG00000105523,19,FAM83E,4,"family with sequence similarity 83, member E [Source:HGNC Symbol;Acc:25972]"
ENSG00000105550,19,FGF21,2,fibroblast growth factor 21 [Source:HGNC Symbol;Acc:3678]
ENSG00000105609,19,LILRB5,6,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5 [Source:HGNC Symbol;Acc:6609]"
ENSG00000105610,19,KLF1,1,Kruppel-like factor 1 (erythroid) [Source:HGNC Symbol;Acc:6345]
ENSG00000105641,19,SLC5A5,2,"solute carrier family 5 (sodium/iodide cotransporter), member 5 [Source:HGNC Symbol;Acc:11040]"
ENSG00000105647,19,PIK3R2,6,"phosphoinositide-3-kinase, regulatory subunit 2 (beta) [Source:HGNC Symbol;Acc:8980]"
ENSG00000105664,19,COMP,4,cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:2227]
ENSG00000105668,19,UPK1A,2,uroplakin 1A [Source:HGNC Symbol;Acc:12577]
ENSG00000105672,19,ETV2,6,ets variant 2 [Source:HGNC Symbol;Acc:3491]
ENSG00000105675,19,ATP4A,4,"ATPase, H+/K+ exchanging, alpha polypeptide [Source:HGNC Symbol;Acc:819]"
ENSG00000105679,19,GAPDHS,3,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:24864]"
ENSG00000105695,19,MAG,8,myelin associated glycoprotein [Source:HGNC Symbol;Acc:6783]
ENSG00000105697,19,HAMP,3,hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:15598]
ENSG00000105808,7,RASA4,16,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:23181]
ENSG00000105851,7,PIK3CG,5,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:HGNC Symbol;Acc:8978]"
ENSG00000105852,7,PON3,10,paraoxonase 3 [Source:HGNC Symbol;Acc:9206]
ENSG00000105880,7,DLX5,3,distal-less homeobox 5 [Source:HGNC Symbol;Acc:2918]
ENSG00000105929,7,ATP6V0A4,7,"ATPase, H+ transporting, lysosomal V0 subunit a4 [Source:HGNC Symbol;Acc:866]"
ENSG00000105954,7,NPVF,1,neuropeptide VF precursor [Source:HGNC Symbol;Acc:13782]
ENSG00000105963,7,ADAP1,16,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:16486]
ENSG00000105967,7,TFEC,9,transcription factor EC [Source:HGNC Symbol;Acc:11754]
ENSG00000105982,7,RNF32,16,ring finger protein 32 [Source:HGNC Symbol;Acc:17118]
ENSG00000105989,7,WNT2,4,wingless-type MMTV integration site family member 2 [Source:HGNC Symbol;Acc:12780]
ENSG00000105991,7,HOXA1,2,homeobox A1 [Source:HGNC Symbol;Acc:5099]
ENSG00000105996,7,HOXA2,1,homeobox A2 [Source:HGNC Symbol;Acc:5103]
ENSG00000105997,7,HOXA3,7,homeobox A3 [Source:HGNC Symbol;Acc:5104]
ENSG00000106004,7,HOXA5,2,homeobox A5 [Source:HGNC Symbol;Acc:5106]
ENSG00000106006,7,HOXA6,2,homeobox A6 [Source:HGNC Symbol;Acc:5107]
ENSG00000106013,7,ANKRD7,7,ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:18588]
ENSG00000106031,7,HOXA13,2,homeobox A13 [Source:HGNC Symbol;Acc:5102]
ENSG00000106038,7,EVX1,5,even-skipped homeobox 1 [Source:HGNC Symbol;Acc:3506]
ENSG00000106113,7,CRHR2,8,corticotropin releasing hormone receptor 2 [Source:HGNC Symbol;Acc:2358]
ENSG00000106128,7,GHRHR,11,growth hormone releasing hormone receptor [Source:HGNC Symbol;Acc:4266]
ENSG00000106178,7,CCL24,2,chemokine (C-C motif) ligand 24 [Source:HGNC Symbol;Acc:10623]
ENSG00000106258,7,CYP3A5,16,"cytochrome P450, family 3, subfamily A, polypeptide 5 [Source:HGNC Symbol;Acc:2638]"
ENSG00000106302,7,HYAL4,5,hyaluronoglucosaminidase 4 [Source:HGNC Symbol;Acc:5323]
ENSG00000106304,7,SPAM1,6,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]"
ENSG00000106328,7,FSCN3,6,"fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus) [Source:HGNC Symbol;Acc:3961]"
ENSG00000106331,7,PAX4,6,paired box 4 [Source:HGNC Symbol;Acc:8618]
ENSG00000106336,7,FBXO24,10,F-box protein 24 [Source:HGNC Symbol;Acc:13595]
ENSG00000106384,7,MOGAT3,3,monoacylglycerol O-acyltransferase 3 [Source:HGNC Symbol;Acc:23249]
ENSG00000106410,7,NOBOX,3,NOBOX oogenesis homeobox [Source:HGNC Symbol;Acc:22448]
ENSG00000106436,7,MYL10,1,"myosin, light chain 10, regulatory [Source:HGNC Symbol;Acc:29825]"
ENSG00000106483,7,SFRP4,3,secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]
ENSG00000106511,7,MEOX2,1,mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:7014]
ENSG00000106526,7,ACTR3C,5,ARP3 actin-related protein 3 homolog C (yeast) [Source:HGNC Symbol;Acc:37282]
ENSG00000106541,7,AGR2,8,anterior gradient 2 [Source:HGNC Symbol;Acc:328]
ENSG00000106560,7,GIMAP2,3,"GTPase, IMAP family member 2 [Source:HGNC Symbol;Acc:21789]"
ENSG00000106565,7,TMEM176B,6,transmembrane protein 176B [Source:HGNC Symbol;Acc:29596]
ENSG00000106648,7,GALNTL5,10,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5 [Source:HGNC Symbol;Acc:21725]
ENSG00000106689,9,LHX2,4,LIM homeobox 2 [Source:HGNC Symbol;Acc:6594]
ENSG00000106714,9,CNTNAP3,13,contactin associated protein-like 3 [Source:HGNC Symbol;Acc:13834]
ENSG00000106804,9,C5,5,complement component 5 [Source:HGNC Symbol;Acc:1331]
ENSG00000106809,9,OGN,4,osteoglycin [Source:HGNC Symbol;Acc:8126]
ENSG00000106819,9,ASPN,4,asporin [Source:HGNC Symbol;Acc:14872]
ENSG00000106823,9,ECM2,4,"extracellular matrix protein 2, female organ and adipocyte specific [Source:HGNC Symbol;Acc:3154]"
ENSG00000106952,9,TNFSF8,2,"tumor necrosis factor (ligand) superfamily, member 8 [Source:HGNC Symbol;Acc:11938]"
ENSG00000107014,9,RLN2,3,relaxin 2 [Source:HGNC Symbol;Acc:10027]
ENSG00000107018,9,RLN1,3,relaxin 1 [Source:HGNC Symbol;Acc:10026]
ENSG00000107099,9,DOCK8,17,dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:19191]
ENSG00000107147,9,KCNT1,12,"potassium channel, subfamily T, member 1 [Source:HGNC Symbol;Acc:18865]"
ENSG00000107159,9,CA9,3,carbonic anhydrase IX [Source:HGNC Symbol;Acc:1383]
ENSG00000107165,9,TYRP1,8,tyrosinase-related protein 1 [Source:HGNC Symbol;Acc:12450]
ENSG00000107187,9,LHX3,2,LIM homeobox 3 [Source:HGNC Symbol;Acc:6595]
ENSG00000107282,9,APBA1,2,"amyloid beta (A4) precursor protein-binding, family A, member 1 [Source:HGNC Symbol;Acc:578]"
ENSG00000107317,9,PTGDS,11,prostaglandin D2 synthase 21kDa (brain) [Source:HGNC Symbol;Acc:9592]
ENSG00000107447,10,DNTT,2,DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:2983]
ENSG00000107485,10,GATA3,4,GATA binding protein 3 [Source:HGNC Symbol;Acc:4172]
ENSG00000107593,10,PKD2L1,6,polycystic kidney disease 2-like 1 [Source:HGNC Symbol;Acc:9011]
ENSG00000107611,10,CUBN,4,cubilin (intrinsic factor-cobalamin receptor) [Source:HGNC Symbol;Acc:2548]
ENSG00000107618,10,RBP3,1,"retinol binding protein 3, interstitial [Source:HGNC Symbol;Acc:9921]"
ENSG00000107623,10,GDF10,1,growth differentiation factor 10 [Source:HGNC Symbol;Acc:4215]
ENSG00000107738,10,C10orf54,3,chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085]
ENSG00000107819,10,SFXN3,7,sideroflexin 3 [Source:HGNC Symbol;Acc:16087]
ENSG00000107859,10,PITX3,2,paired-like homeodomain 3 [Source:HGNC Symbol;Acc:9006]
ENSG00000107954,10,NEURL1,5,neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:7761]
ENSG00000107984,10,DKK1,4,dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:2891]
ENSG00000108001,10,EBF3,3,early B-cell factor 3 [Source:HGNC Symbol;Acc:19087]
ENSG00000108231,10,LGI1,6,"leucine-rich, glioma inactivated 1 [Source:HGNC Symbol;Acc:6572]"
ENSG00000108242,10,CYP2C18,2,"cytochrome P450, family 2, subfamily C, polypeptide 18 [Source:HGNC Symbol;Acc:2620]"
ENSG00000108244,17,KRT23,9,keratin 23 (histone deacetylase inducible) [Source:HGNC Symbol;Acc:6438]
ENSG00000108255,17,CRYBA1,2,"crystallin, beta A1 [Source:HGNC Symbol;Acc:2394]"
ENSG00000108342,17,CSF3,9,colony stimulating factor 3 (granulocyte) [Source:HGNC Symbol;Acc:2438]
ENSG00000108381,17,ASPA,4,aspartoacylase [Source:HGNC Symbol;Acc:756]
ENSG00000108405,17,P2RX1,4,"purinergic receptor P2X, ligand-gated ion channel, 1 [Source:HGNC Symbol;Acc:8533]"
ENSG00000108417,17,KRT37,1,keratin 37 [Source:HGNC Symbol;Acc:6455]
ENSG00000108511,17,HOXB6,4,homeobox B6 [Source:HGNC Symbol;Acc:5117]
ENSG00000108556,17,CHRNE,3,"cholinergic receptor, nicotinic, epsilon (muscle) [Source:HGNC Symbol;Acc:1966]"
ENSG00000108602,17,ALDH3A1,17,"aldehyde dehydrogenase 3 family, member A1 [Source:HGNC Symbol;Acc:405]"
ENSG00000108622,17,ICAM2,16,intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:5345]
ENSG00000108688,17,CCL7,4,chemokine (C-C motif) ligand 7 [Source:HGNC Symbol;Acc:10634]
ENSG00000108700,17,CCL8,1,chemokine (C-C motif) ligand 8 [Source:HGNC Symbol;Acc:10635]
ENSG00000108702,17,CCL1,1,chemokine (C-C motif) ligand 1 [Source:HGNC Symbol;Acc:10609]
ENSG00000108753,17,HNF1B,5,HNF1 homeobox B [Source:HGNC Symbol;Acc:11630]
ENSG00000108759,17,KRT32,1,keratin 32 [Source:HGNC Symbol;Acc:6449]
ENSG00000108786,17,HSD17B1,5,hydroxysteroid (17-beta) dehydrogenase 1 [Source:HGNC Symbol;Acc:5210]
ENSG00000108813,17,DLX4,5,distal-less homeobox 4 [Source:HGNC Symbol;Acc:2917]
ENSG00000108823,17,SGCA,13,"sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10805]"
ENSG00000108825,17,PTGES3L-AARSD1,7,PTGES3L-AARSD1 readthrough [Source:HGNC Symbol;Acc:43946]
ENSG00000108839,17,ALOX12,3,arachidonate 12-lipoxygenase [Source:HGNC Symbol;Acc:429]
ENSG00000108846,17,ABCC3,18,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3 [Source:HGNC Symbol;Acc:54]"
ENSG00000108849,17,PPY,6,pancreatic polypeptide [Source:HGNC Symbol;Acc:9327]
ENSG00000108924,17,HLF,11,hepatic leukemia factor [Source:HGNC Symbol;Acc:4977]
