ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000107020,9,PLGRKT,4,"plasminogen receptor, C-terminal lysine transmembrane protein [Source:HGNC Symbol;Acc:23633]"
ENSG00000107537,10,PHYH,7,phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:8940]
ENSG00000107745,10,MICU1,13,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:1530]
ENSG00000107815,10,C10orf2,5,chromosome 10 open reading frame 2 [Source:HGNC Symbol;Acc:1160]
ENSG00000107819,10,SFXN3,7,sideroflexin 3 [Source:HGNC Symbol;Acc:16087]
ENSG00000107951,10,MTPAP,6,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:25532]
ENSG00000107959,10,PITRM1,11,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:17663]
ENSG00000108064,10,TFAM,4,"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:11741]"
ENSG00000108179,10,PPIF,6,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:9259]
ENSG00000108387,17,SEPT4,29,septin 4 [Source:HGNC Symbol;Acc:9165]
ENSG00000108439,17,PNPO,10,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:30260]
ENSG00000108528,17,SLC25A11,5,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 [Source:HGNC Symbol;Acc:10981]"
ENSG00000108561,17,C1QBP,7,"complement component 1, q subcomponent binding protein [Source:HGNC Symbol;Acc:1243]"
ENSG00000108599,17,AKAP10,11,A kinase (PRKA) anchor protein 10 [Source:HGNC Symbol;Acc:368]
ENSG00000108826,17,MRPL27,7,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:14483]
ENSG00000109016,17,DHRS7B,10,dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:24547]
ENSG00000109180,4,OCIAD1,28,OCIA domain containing 1 [Source:HGNC Symbol;Acc:16074]
ENSG00000109390,4,NDUFC1,12,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa [Source:HGNC Symbol;Acc:7705]"
ENSG00000109424,4,UCP1,1,"uncoupling protein 1 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:12517]"
ENSG00000109475,4,RPL34,7,ribosomal protein L34 [Source:HGNC Symbol;Acc:10340]
ENSG00000109519,4,GRPEL1,4,"GrpE-like 1, mitochondrial (E. coli) [Source:HGNC Symbol;Acc:19696]"
ENSG00000109576,4,AADAT,8,aminoadipate aminotransferase [Source:HGNC Symbol;Acc:17929]
ENSG00000109854,11,HTATIP2,9,"HIV-1 Tat interactive protein 2, 30kDa [Source:HGNC Symbol;Acc:16637]"
ENSG00000109919,11,MTCH2,7,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:17587]
ENSG00000110011,11,DNAJC4,11,"DnaJ (Hsp40) homolog, subfamily C, member 4 [Source:HGNC Symbol;Acc:5271]"
ENSG00000110074,11,FOXRED1,19,FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:26927]
ENSG00000110090,11,CPT1A,9,carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:2328]
ENSG00000110435,11,PDHX,8,"pyruvate dehydrogenase complex, component X [Source:HGNC Symbol;Acc:21350]"
ENSG00000110455,11,ACCS,14,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional) [Source:HGNC Symbol;Acc:23989]
ENSG00000110536,11,PTPMT1,5,"protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:26965]"
ENSG00000110717,11,NDUFS8,15,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7715]"
ENSG00000110719,11,TCIRG1,16,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 [Source:HGNC Symbol;Acc:11647]"
ENSG00000110871,12,COQ5,8,"coenzyme Q5 homolog, methyltransferase (S. cerevisiae) [Source:HGNC Symbol;Acc:28722]"
ENSG00000110955,12,ATP5B,13,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:HGNC Symbol;Acc:830]"
ENSG00000111012,12,CYP27B1,7,"cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:2606]"
ENSG00000111058,12,ACSS3,7,acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:24723]
ENSG00000111271,12,ACAD10,25,"acyl-CoA dehydrogenase family, member 10 [Source:HGNC Symbol;Acc:21597]"
ENSG00000111275,12,ALDH2,4,aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:404]
ENSG00000111639,12,MRPL51,7,mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:14044]
ENSG00000111640,12,GAPDH,10,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]
ENSG00000111666,12,CHPT1,10,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:17852]
ENSG00000111669,12,TPI1,9,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:12009]
ENSG00000111696,12,NT5DC3,5,5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:30826]
ENSG00000111716,12,LDHB,10,lactate dehydrogenase B [Source:HGNC Symbol;Acc:6541]
ENSG00000111737,12,RAB35,7,"RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:9774]"
ENSG00000111775,12,COX6A1,3,cytochrome c oxidase subunit VIa polypeptide 1 [Source:HGNC Symbol;Acc:2277]
ENSG00000111786,12,SRSF9,6,serine/arginine-rich splicing factor 9 [Source:HGNC Symbol;Acc:10791]
ENSG00000111843,6,TMEM14C,5,transmembrane protein 14C [Source:HGNC Symbol;Acc:20952]
ENSG00000111911,6,HINT3,1,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:18468]
ENSG00000112031,6,MTRF1L,11,mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:21051]
ENSG00000112096,6,SOD2,16,"superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:11180]"
ENSG00000112110,6,MRPL18,4,mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:14477]
ENSG00000112234,6,FBXL4,2,F-box and leucine-rich repeat protein 4 [Source:HGNC Symbol;Acc:13601]
ENSG00000112294,6,ALDH5A1,6,"aldehyde dehydrogenase 5 family, member A1 [Source:HGNC Symbol;Acc:408]"
ENSG00000112304,6,ACOT13,3,acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:20999]
ENSG00000112651,6,MRPL2,9,mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:14056]
ENSG00000112695,6,COX7A2,9,cytochrome c oxidase subunit VIIa polypeptide 2 (liver) [Source:HGNC Symbol;Acc:2288]
ENSG00000112855,5,HARS2,15,"histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:4817]"
ENSG00000112992,5,NNT,10,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:7863]
ENSG00000112996,5,MRPS30,4,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:8769]
ENSG00000113013,5,HSPA9,13,heat shock 70kDa protein 9 (mortalin) [Source:HGNC Symbol;Acc:5244]
ENSG00000113048,5,MRPS27,16,mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:14512]
ENSG00000113272,5,THG1L,3,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:26053]
ENSG00000113384,5,GOLPH3,3,golgi phosphoprotein 3 (coat-protein) [Source:HGNC Symbol;Acc:15452]
ENSG00000113407,5,TARS,16,threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:11572]
ENSG00000113492,5,AGXT2,5,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:14412]
ENSG00000113593,5,PPWD1,15,peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:28954]
ENSG00000113643,5,RARS,10,arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:9870]
ENSG00000113790,3,EHHADH,6,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:3247]"
ENSG00000113845,3,TIMMDC1,9,translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:1321]
ENSG00000114021,3,NIT2,7,"nitrilase family, member 2 [Source:HGNC Symbol;Acc:29878]"
ENSG00000114023,3,FAM162A,3,"family with sequence similarity 162, member A [Source:HGNC Symbol;Acc:17865]"
ENSG00000114026,3,OGG1,18,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:8125]
ENSG00000114054,3,PCCB,19,"propionyl CoA carboxylase, beta polypeptide [Source:HGNC Symbol;Acc:8654]"
ENSG00000114120,3,SLC25A36,14,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 [Source:HGNC Symbol;Acc:25554]"
ENSG00000114686,3,MRPL3,10,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:10379]
ENSG00000114735,3,HEMK1,7,HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:24923]
ENSG00000114956,2,DGUOK,8,deoxyguanosine kinase [Source:HGNC Symbol;Acc:2858]
ENSG00000115042,2,FAHD2A,6,fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:24252]
ENSG00000115159,2,GPD2,13,glycerol-3-phosphate dehydrogenase 2 (mitochondrial) [Source:HGNC Symbol;Acc:4456]
ENSG00000115204,2,MPV17,22,MpV17 mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:7224]
ENSG00000115286,19,NDUFS7,17,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7714]"
ENSG00000115317,2,HTRA2,10,HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:14348]
ENSG00000115361,2,ACADL,4,"acyl-CoA dehydrogenase, long chain [Source:HGNC Symbol;Acc:88]"
ENSG00000115364,2,MRPL19,7,mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:14052]
ENSG00000115419,2,GLS,15,glutaminase [Source:HGNC Symbol;Acc:4331]
ENSG00000115468,2,EFHD1,6,"EF-hand domain family, member D1 [Source:HGNC Symbol;Acc:29556]"
ENSG00000115520,2,COQ10B,5,coenzyme Q10 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:25819]
ENSG00000115541,2,HSPE1,7,heat shock 10kDa protein 1 [Source:HGNC Symbol;Acc:5269]
ENSG00000115657,2,ABCB6,14,"ATP-binding cassette, sub-family B (MDR/TAP), member 6 [Source:HGNC Symbol;Acc:47]"
ENSG00000115840,2,SLC25A12,11,"solute carrier family 25 (aspartate/glutamate carrier), member 12 [Source:HGNC Symbol;Acc:10982]"
ENSG00000115944,2,COX7A2L,8,cytochrome c oxidase subunit VIIa polypeptide 2 like [Source:HGNC Symbol;Acc:2289]
ENSG00000116096,2,SPR,2,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) [Source:HGNC Symbol;Acc:11257]"
ENSG00000116133,1,DHCR24,4,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:2859]
ENSG00000116171,1,SCP2,16,sterol carrier protein 2 [Source:HGNC Symbol;Acc:10606]
ENSG00000116221,1,MRPL37,6,mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:14034]
ENSG00000116288,1,PARK7,10,parkinson protein 7 [Source:HGNC Symbol;Acc:16369]
ENSG00000116353,1,MECR,18,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:19691]
ENSG00000116459,1,ATP5F1,6,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 [Source:HGNC Symbol;Acc:840]"
ENSG00000116688,1,MFN2,6,mitofusin 2 [Source:HGNC Symbol;Acc:16877]
ENSG00000116771,1,AGMAT,1,agmatine ureohydrolase (agmatinase) [Source:HGNC Symbol;Acc:18407]
ENSG00000116791,1,CRYZ,7,"crystallin, zeta (quinone reductase) [Source:HGNC Symbol;Acc:2419]"
ENSG00000116874,1,WARS2,6,"tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:12730]"
ENSG00000116882,1,HAO2,4,hydroxyacid oxidase 2 (long chain) [Source:HGNC Symbol;Acc:4810]
ENSG00000116898,1,MRPS15,4,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:14504]
ENSG00000117009,1,KMO,10,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:HGNC Symbol;Acc:6381]
ENSG00000117054,1,ACADM,19,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:HGNC Symbol;Acc:89]"
ENSG00000117118,1,SDHB,8,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:HGNC Symbol;Acc:10681]"
ENSG00000117305,1,HMGCL,10,3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:5005]
ENSG00000117481,1,NSUN4,11,"NOP2/Sun domain family, member 4 [Source:HGNC Symbol;Acc:31802]"
ENSG00000117528,1,ABCD3,9,"ATP-binding cassette, sub-family D (ALD), member 3 [Source:HGNC Symbol;Acc:67]"
ENSG00000117592,1,PRDX6,3,peroxiredoxin 6 [Source:HGNC Symbol;Acc:16753]
ENSG00000117593,1,DARS2,4,"aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:25538]"
ENSG00000117640,1,MTFR1L,23,mitochondrial fission regulator 1-like [Source:HGNC Symbol;Acc:28836]
ENSG00000117791,1,MARC2,6,mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:26064]
ENSG00000117862,1,TXNDC12,5,thioredoxin domain containing 12 (endoplasmic reticulum) [Source:HGNC Symbol;Acc:24626]
ENSG00000117906,15,RCN2,6,"reticulocalbin 2, EF-hand calcium binding domain [Source:HGNC Symbol;Acc:9935]"
ENSG00000118246,2,FASTKD2,6,FAST kinase domains 2 [Source:HGNC Symbol;Acc:29160]
ENSG00000118508,6,RAB32,1,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:9772]"
ENSG00000118596,12,SLC16A7,17,"solute carrier family 16 (monocarboxylate transporter), member 7 [Source:HGNC Symbol;Acc:10928]"
ENSG00000119013,2,NDUFB3,4,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa [Source:HGNC Symbol;Acc:7698]"
ENSG00000119421,9,NDUFA8,2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa [Source:HGNC Symbol;Acc:7692]"
ENSG00000119431,9,HDHD3,3,haloacid dehalogenase-like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:28171]
ENSG00000119471,9,HSDL2,7,hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:18572]
ENSG00000119673,14,ACOT2,3,acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:18431]
ENSG00000119689,14,DLST,16,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Source:HGNC Symbol;Acc:2911]
ENSG00000119705,14,SLIRP,11,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:20495]
ENSG00000119711,14,ALDH6A1,7,"aldehyde dehydrogenase 6 family, member A1 [Source:HGNC Symbol;Acc:7179]"
ENSG00000119723,14,COQ6,22,coenzyme Q6 monooxygenase [Source:HGNC Symbol;Acc:20233]
ENSG00000119912,10,IDE,8,insulin-degrading enzyme [Source:HGNC Symbol;Acc:5381]
ENSG00000119927,10,GPAM,5,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:24865]"
ENSG00000120254,6,MTHFD1L,12,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:HGNC Symbol;Acc:21055]
ENSG00000120333,1,MRPS14,3,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:14049]
ENSG00000120662,13,MTRF1,10,mitochondrial translational release factor 1 [Source:HGNC Symbol;Acc:7469]
ENSG00000120675,13,DNAJC15,2,"DnaJ (Hsp40) homolog, subfamily C, member 15 [Source:HGNC Symbol;Acc:20325]"
ENSG00000120832,12,MTERFD3,7,MTERF domain containing 3 [Source:HGNC Symbol;Acc:30779]
ENSG00000120915,8,EPHX2,12,"epoxide hydrolase 2, cytoplasmic [Source:HGNC Symbol;Acc:3402]"
ENSG00000120992,8,LYPLA1,13,lysophospholipase I [Source:HGNC Symbol;Acc:6737]
ENSG00000121057,17,AKAP1,18,A kinase (PRKA) anchor protein 1 [Source:HGNC Symbol;Acc:367]
ENSG00000121289,19,CEP89,8,centrosomal protein 89kDa [Source:HGNC Symbol;Acc:25907]
ENSG00000121310,1,ECHDC2,27,enoyl CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:23408]
ENSG00000121691,11,CAT,5,catalase [Source:HGNC Symbol;Acc:1516]
ENSG00000121897,4,LIAS,7,lipoic acid synthetase [Source:HGNC Symbol;Acc:16429]
ENSG00000122033,13,MTIF3,13,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:29788]
ENSG00000122085,2,MTERFD2,21,MTERF domain containing 2 [Source:HGNC Symbol;Acc:28785]
ENSG00000122140,9,MRPS2,8,mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:14495]
ENSG00000122335,6,SERAC1,8,serine active site containing 1 [Source:HGNC Symbol;Acc:21061]
ENSG00000122378,10,FAM213A,4,"family with sequence similarity 213, member A [Source:HGNC Symbol;Acc:28651]"
ENSG00000122687,7,FTSJ2,5,FtsJ RNA methyltransferase homolog 2 (E. coli) [Source:HGNC Symbol;Acc:16352]
ENSG00000122696,9,SLC25A51,4,"solute carrier family 25, member 51 [Source:HGNC Symbol;Acc:23323]"
ENSG00000122729,9,ACO1,3,"aconitase 1, soluble [Source:HGNC Symbol;Acc:117]"
ENSG00000122873,10,CISD1,4,CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:30880]
ENSG00000122912,10,SLC25A16,8,"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 [Source:HGNC Symbol;Acc:10986]"
ENSG00000122971,12,ACADS,3,"acyl-CoA dehydrogenase, C-2 to C-3 short chain [Source:HGNC Symbol;Acc:90]"
ENSG00000123130,X,ACOT9,8,acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:17152]
ENSG00000123131,X,PRDX4,5,peroxiredoxin 4 [Source:HGNC Symbol;Acc:17169]
ENSG00000123213,5,NLN,10,neurolysin (metallopeptidase M3 family) [Source:HGNC Symbol;Acc:16058]
ENSG00000123297,12,TSFM,11,"Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:12367]"
ENSG00000123453,9,SARDH,8,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:10536]
ENSG00000123472,1,ATPAF1,14,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:18803]
ENSG00000123545,6,NDUFAF4,3,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 [Source:HGNC Symbol;Acc:21034]"
ENSG00000123600,2,METTL8,16,methyltransferase like 8 [Source:HGNC Symbol;Acc:25856]
ENSG00000123815,19,ADCK4,18,aarF domain containing kinase 4 [Source:HGNC Symbol;Acc:19041]
ENSG00000124098,20,FAM210B,2,"family with sequence similarity 210, member B [Source:HGNC Symbol;Acc:16102]"
ENSG00000124172,20,ATP5E,3,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:HGNC Symbol;Acc:838]"
ENSG00000124279,5,FASTKD3,8,FAST kinase domains 3 [Source:HGNC Symbol;Acc:28758]
ENSG00000124370,2,MCEE,5,methylmalonyl CoA epimerase [Source:HGNC Symbol;Acc:16732]
ENSG00000124523,6,SIRT5,6,sirtuin 5 [Source:HGNC Symbol;Acc:14933]
ENSG00000124532,6,MRS2,8,MRS2 magnesium transporter [Source:HGNC Symbol;Acc:13785]
ENSG00000124593,6,PRICKLE4,10,prickle homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:16805]
ENSG00000124608,6,AARS2,2,"alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21022]"
ENSG00000124615,6,MOCS1,11,molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:7190]
ENSG00000125166,16,GOT2,7,"glutamic-oxaloacetic transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:4433]"
ENSG00000125246,13,CLYBL,9,citrate lyase beta like [Source:HGNC Symbol;Acc:18355]
ENSG00000125356,X,NDUFA1,1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa [Source:HGNC Symbol;Acc:7683]"
ENSG00000125375,14,ATP5S,11,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B) [Source:HGNC Symbol;Acc:18799]"
ENSG00000125434,17,SLC25A35,8,"solute carrier family 25, member 35 [Source:HGNC Symbol;Acc:31921]"
ENSG00000125445,17,MRPS7,7,mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:14499]
ENSG00000125454,17,SLC25A19,15,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 [Source:HGNC Symbol;Acc:14409]"
ENSG00000125458,17,NT5C,14,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:17144]"
ENSG00000125611,2,CHCHD5,5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:17840]
ENSG00000125648,19,SLC25A23,14,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 [Source:HGNC Symbol;Acc:19375]"
ENSG00000125652,19,ALKBH7,3,"alkB, alkylation repair homolog 7 (E. coli) [Source:HGNC Symbol;Acc:21306]"
ENSG00000125656,19,CLPP,6,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:2084]
ENSG00000125741,19,OPA3,3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) [Source:HGNC Symbol;Acc:8142]"
ENSG00000125779,20,PANK2,7,pantothenate kinase 2 [Source:HGNC Symbol;Acc:15894]
ENSG00000125871,20,MGME1,5,mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:16205]
ENSG00000125901,20,MRPS26,1,mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:14045]
ENSG00000125995,20,ROMO1,5,reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:16185]
ENSG00000126267,19,COX6B1,4,cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) [Source:HGNC Symbol;Acc:2280]
ENSG00000126432,11,PRDX5,3,peroxiredoxin 5 [Source:HGNC Symbol;Acc:9355]
ENSG00000126602,16,TRAP1,17,TNF receptor-associated protein 1 [Source:HGNC Symbol;Acc:16264]
ENSG00000126768,X,TIMM17B,8,translocase of inner mitochondrial membrane 17 homolog B (yeast) [Source:HGNC Symbol;Acc:17310]
ENSG00000126858,17,RHOT1,17,ras homolog family member T1 [Source:HGNC Symbol;Acc:21168]
ENSG00000126953,X,TIMM8A,2,translocase of inner mitochondrial membrane 8 homolog A (yeast) [Source:HGNC Symbol;Acc:11817]
ENSG00000127184,5,COX7C,7,cytochrome c oxidase subunit VIIc [Source:HGNC Symbol;Acc:2292]
ENSG00000127540,19,UQCR11,5,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:30862]"
ENSG00000127554,16,GFER,5,"growth factor, augmenter of liver regeneration [Source:HGNC Symbol;Acc:4236]"
ENSG00000127884,10,ECHS1,1,"enoyl CoA hydratase, short chain, 1, mitochondrial [Source:HGNC Symbol;Acc:3151]"
ENSG00000127989,7,MTERF,8,mitochondrial transcription termination factor [Source:HGNC Symbol;Acc:21463]
ENSG00000128050,4,PAICS,8,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:HGNC Symbol;Acc:8587]"
ENSG00000128309,22,MPST,8,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:7223]
ENSG00000128311,22,TST,3,thiosulfate sulfurtransferase (rhodanese) [Source:HGNC Symbol;Acc:12388]
ENSG00000128609,7,NDUFA5,10,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 [Source:HGNC Symbol;Acc:7688]"
ENSG00000128626,19,MRPS12,4,mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:10380]
ENSG00000128654,2,MTX2,6,metaxin 2 [Source:HGNC Symbol;Acc:7506]
ENSG00000128694,2,OSGEPL1,8,O-sialoglycoprotein endopeptidase-like 1 [Source:HGNC Symbol;Acc:23075]
ENSG00000128928,15,IVD,14,isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:6186]
ENSG00000128951,15,DUT,11,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:3078]
ENSG00000129282,17,MRM1,2,mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26202]
ENSG00000129473,14,BCL2L2,6,BCL2-like 2 [Source:HGNC Symbol;Acc:995]
ENSG00000130159,19,ECSIT,14,ECSIT signalling integrator [Source:HGNC Symbol;Acc:29548]
ENSG00000130204,19,TOMM40,7,translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:HGNC Symbol;Acc:18001]
ENSG00000130299,19,GTPBP3,28,GTP binding protein 3 (mitochondrial) [Source:HGNC Symbol;Acc:14880]
ENSG00000130312,19,MRPL34,6,mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:14488]
ENSG00000130347,6,RTN4IP1,4,reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:18647]
ENSG00000130348,6,QRSL1,3,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:HGNC Symbol;Acc:21020]
ENSG00000130349,6,C6orf203,4,chromosome 6 open reading frame 203 [Source:HGNC Symbol;Acc:17971]
ENSG00000130414,2,NDUFA10,13,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa [Source:HGNC Symbol;Acc:7684]"
ENSG00000130489,22,SCO2,6,SCO2 cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:10604]
ENSG00000130770,1,ATPIF1,4,ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:871]
ENSG00000130921,12,C12orf65,8,chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:26784]
ENSG00000131055,20,COX4I2,2,cytochrome c oxidase subunit IV isoform 2 (lung) [Source:HGNC Symbol;Acc:16232]
ENSG00000131143,16,COX4I1,18,cytochrome c oxidase subunit IV isoform 1 [Source:HGNC Symbol;Acc:2265]
ENSG00000131174,X,COX7B,3,cytochrome c oxidase subunit VIIb [Source:HGNC Symbol;Acc:2291]
ENSG00000131269,X,ABCB7,9,"ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:HGNC Symbol;Acc:48]"
ENSG00000131368,3,MRPS25,7,mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:14511]
ENSG00000131473,17,ACLY,10,ATP citrate lyase [Source:HGNC Symbol;Acc:115]
ENSG00000131495,5,NDUFA2,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa [Source:HGNC Symbol;Acc:7685]"
ENSG00000131730,5,CKMT2,12,"creatine kinase, mitochondrial 2 (sarcomeric) [Source:HGNC Symbol;Acc:1996]"
ENSG00000131779,1,PEX11B,3,peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:8853]
